y"No.","キーワード検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","電話番号 5","FAX番号 5","電話番号 6","FAX番号 6","電話番号 7","FAX番号 7","電話番号 8","FAX番号 8","電話番号 9","FAX番号 9","電話番号 10","FAX番号 10","電話番号 11","FAX番号 11","電話番号 12","FAX番号 12","電話番号 13","FAX番号 13","電話番号 14","FAX番号 14","電話番号 15","FAX番号 15","電話番号 16","FAX番号 16","電話番号 17","FAX番号 17","電話番号 18","FAX番号 18","電話番号 19","FAX番号 19","電話番号 20","FAX番号 20","LocName","fX","fY","iConf","iLvl"
,,,,いくた,901-2206,沖縄県宜野湾市愛知３丁目１０－３６,,http://www.tsubohachi.co.jp/,,098-893-0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/愛知/３番地","127.76789","26.27034","5","7"
,,,,株式会社沖縄養老乃瀧,901-2223,沖縄県宜野湾市大山４丁目１－２,,,,098-897-4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/大山/四丁目/１番","127.75076","26.28226","5","7"
,,,,海鮮居酒屋海王,906-0012,沖縄県宮古島市平良字西里３０４,,,,0980-73-5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/３０４番地","125.28241","24.80377","5","7"
,,,,海鮮丸,901-2114,沖縄県浦添市安波茶１丁目２７－２－１Ｆ,,,,098-878-4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/安波茶/一丁目/２７番","127.71906","26.24754","5","7"
,,,,北大地なご亭,905-0019,沖縄県名護市大北５丁目２－９,,,,0980-52-6175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/大北/五丁目/２番","127.98406","26.60418","5","7"
,,,,大将軍,905-0011,沖縄県名護市宮里５丁目１１－３９,,,,0980-53-7171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/宮里/五丁目/１１番","127.97437","26.59885","5","7"
,,,,居酒屋しまや,904-0021,沖縄県沖縄市胡屋５丁目２６－２１,,,,098-932-4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/胡屋/五丁目/２６番","127.80911","26.32861","5","7"
,,,,大衆居酒屋雲海,904-2143,沖縄県沖縄市知花５丁目６－５,,,,098-938-5909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/知花/五丁目/６番","127.81152","26.36094","5","7"
,,,,居酒屋善,904-0013,沖縄県沖縄市室川２丁目３３－１５,,,,098-938-8341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/室川/二丁目/３３番","127.80874","26.33114","5","7"
,,,,安寿,904-2172,沖縄県沖縄市泡瀬２丁目５７－２,,,,098-938-3920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/泡瀬/二丁目/５７番","127.83899","26.31860","5","7"
,,,,あん屋,904-2142,沖縄県沖縄市登川２丁目２６－１,,,,098-937-1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/登川/二丁目/２６番","127.82379","26.36710","5","7"
,,,,居酒屋じんじん,904-1201,沖縄県国頭郡金武町字金武４２４４－８,,,,098-968-3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/金武町/金武","127.91960","26.45364","5","5"
,,,,むらやー,904-0304,沖縄県中頭郡読谷村字楚辺１１９６－１,,,,098-956-7458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/楚辺","127.73017","26.38672","5","5"
,,,,サバニ海鮮茶屋,904-0115,沖縄県中頭郡北谷町美浜２丁目６－３－１Ｆ,,,,098-936-1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北谷町/美浜/二丁目/６番地","127.75873","26.31853","5","7"
,,,,いろり亭,901-1104,沖縄県島尻郡南風原町字宮平８４９－４－１Ｆ,,,,098-888-5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/南風原町/宮平/８４９番地","127.74047","26.19694","5","7"
,,,,海魚,905-0703,沖縄県島尻郡伊平屋村字我喜屋２１７－３０,,,,0980-46-2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/伊平屋村/我喜屋","127.96858","27.03966","5","5"
,,,,味処酒処一心,904-0323,沖縄県中頭郡読谷村字高志保１３３０－６,,,,098-958-4645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/高志保/１３３０番地","127.73272","26.40851","5","7"
,,,,琉球王古波蔵店,900-0025,沖縄県那覇市壺川２丁目１３－２６－１Ｆ,,,,098-833-2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/壷川/二丁目/１３番","127.68356","26.20250","5","7"
,,,,アクア居酒屋わ,902-0061,沖縄県那覇市古島２丁目２４－１２,,,,098-884-2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/古島/二丁目/２４番地","127.70634","26.22924","5","7"
,,,,八重山村,907-0012,沖縄県石垣市美崎町１２－２,,,,0980-82-0827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１２番地","124.15543","24.33987","5","7"
,,,,魚河岸,900-0016,沖縄県那覇市前島２丁目７－１１－１Ｆ,,,,098-867-6046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/前島/二丁目/７番","127.68472","26.22066","5","7"
,,,,味処亀吉,901-3108,沖縄県島尻郡久米島町字比嘉１６０－３９,,,,098-985-8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/久米島町/比嘉","126.80093","26.33853","5","5"
,,,,あまかわ,900-0033,沖縄県那覇市久米２丁目１９－２－１Ｆ,,,,098-861-2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久米/二丁目/１９番","127.67599","26.21696","5","7"
,,,,茉莉花,901-2113,沖縄県浦添市大平１丁目２８－６,,,,098-877-7860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/大平/一丁目/２８番","127.70999","26.24763","5","7"
,,,,さびら嘉手納店,904-0203,沖縄県中頭郡嘉手納町字嘉手納４６３－１０４,,,,098-956-8007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/嘉手納町/嘉手納/４６３番地","127.75373","26.36321","5","7"
,,,,いさんか魚,901-0152,沖縄県那覇市小禄３丁目６－５－１Ｆ,,,,098-859-1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/小禄/三丁目/６番地","127.67379","26.18911","5","7"
,,,,寿し処にふぇーでーびる,900-0021,沖縄県那覇市泉崎１丁目２２－３,,,,098-862-6465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/泉崎/一丁目/２２番","127.67605","26.21220","5","7"
,,,,目利きの銀次新都心店,900-0005,沖縄県那覇市天久１丁目９－１９,,,,098-863-3442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/天久/一丁目/９番","127.69301","26.23026","5","7"
,,,,さかなや道場那覇久茂地店,900-0032,沖縄県那覇市松山１丁目８－１９－１Ｆ,,,,098-860-7388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/８番","127.67847","26.21675","5","7"
,,,,エイリー琉球食ＫＩＮＧ,900-0013,沖縄県那覇市牧志１丁目１－４－１Ｆ,,,,098-863-8999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/牧志/一丁目/１番","127.68478","26.21620","5","7"
,,,,いちのや,905-0213,沖縄県国頭郡本部町字谷茶４３４,,,,0980-47-2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/谷茶/４３４番地","127.88735","26.65714","5","7"
,,,,魚心つぐ奈,902-0064,沖縄県那覇市寄宮１丁目２７－１３－１Ｆ,,,,098-834-2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/寄宮/一丁目/２７番","127.69601","26.21050","5","7"
,,,,うまんちゅ,901-2114,沖縄県浦添市安波茶１丁目３１－６－２Ｆ,,,,098-874-8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/安波茶/一丁目/３１番","127.71815","26.24832","5","7"
,,,,居酒屋元ちゃん,905-0005,沖縄県名護市字為又１２１９－１２７,,,,0980-52-2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/為又/１２１９番地","127.96906","26.61204","5","7"
,,,,八角屋／登野城店,907-0004,沖縄県石垣市字登野城６２７－３,,,,0980-83-1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/登野城/６２７番地","124.16840","24.33694","5","7"
,,,,マエダ,900-0033,沖縄県那覇市久米２丁目１１－２２,,,,098-943-8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久米/二丁目/１１番","127.67558","26.21559","5","7"
,,,,まさら,900-0015,沖縄県那覇市久茂地２丁目６－２０－１Ｆ,,,,098-868-1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/二丁目/６番","127.68067","26.21648","5","7"
,,,,ふぁいみーる,906-0012,沖縄県宮古島市平良字西里１７１－２Ｆ,info@faimeal.net,http://faimeal.net/,,0980-79-7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/１７１番地","125.27882","24.80646","5","7"
,,,,祥家,902-0061,沖縄県那覇市古島１丁目２４－２０－１Ｆ,,,,098-927-8119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/古島/一丁目/２４番地","127.70581","26.23029","5","7"
,,,,半助屋,902-0076,沖縄県那覇市字与儀９６－１０１,,,,098-836-3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/与儀/９６番地","127.69272","26.20381","5","7"
,,,,美純間,906-0007,沖縄県宮古島市平良字東仲宗根８４１,,,,0980-73-7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/東仲宗根/８４１番地","125.28767","24.80203","5","7"
,,,,なんじぃ,901-1406,沖縄県南城市佐敷字屋比久１４６－１,,,,098-947-1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/南城市/佐敷/屋比久/１４６番地","127.79964","26.17781","5","7"
,,,,佳風,900-0013,沖縄県那覇市牧志２丁目６－２－２Ｆ,,,,098-917-2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/牧志/二丁目/６番","127.69061","26.21755","5","7"
,,,,魚島屋久茂地店,900-0015,沖縄県那覇市久茂地３丁目１５－１９－１Ｆ,,,,098-869-7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/三丁目/１５番","127.68211","26.21597","5","7"
,,,,北大地南風原店,901-1104,沖縄県島尻郡南風原町字宮平２４７－１Ｆ,,,,098-835-6980,098-835-6980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/南風原町/宮平/２４７番地","127.73579","26.19877","5","7"
,,,,琉球王古波蔵店,900-0025,沖縄県那覇市壺川２丁目１３－２６－１Ｆ,,,,098-853-7470,098-853-7470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/壷川/二丁目/１３番","127.68356","26.20250","5","7"
,,,,ご馳走家さま様,904-0322,沖縄県中頭郡読谷村字波平２１４２－１,,,,098-958-3030,098-958-3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/波平","127.72544","26.40095","5","5"
,,,,琉球青空三代目,900-0013,沖縄県那覇市牧志２丁目５－２９－２Ｂ,,,,,098-988-1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/牧志/二丁目/５番","127.68990","26.21814","5","7"
,,,,魚島屋久茂地店,900-0015,沖縄県那覇市久茂地３丁目１５－１９－１Ｆ,,,,,098-943-3835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/三丁目/１５番","127.68211","26.21597","5","7"
,,,,株式会社沖縄養老乃瀧,901-2223,沖縄県宜野湾市大山４丁目１－２,,,,,098-897-7758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/大山/四丁目/１番","127.75076","26.28226","5","7"
,,,,味処亀吉,901-3108,沖縄県島尻郡久米島町字比嘉１６０－３９,,,,,098-985-7918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/久米島町/比嘉","126.80093","26.33853","5","5"
,,,,たいよう,906-0013,沖縄県宮古島市平良字下里６３７－１,,,,0120-129445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/下里/６３７番地","125.27963","24.80119","5","7"
,,,,さかなちゃん,901-2122,沖縄県浦添市勢理客２丁目１８－９－１０１,,,,098-879-9891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/勢理客/二丁目/１８番","127.69315","26.24317","5","7"
,,,,満吉,901-2121,沖縄県浦添市内間２丁目９－１２,,,,098-876-7271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/内間/二丁目/９番","127.70571","26.23684","5","7"
,,,,ふりっぱー,905-0006,沖縄県名護市字宇茂佐１６２,,,,0980-52-5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/宇茂佐/１６２番地","127.95728","26.59554","5","7"
,,,,居酒屋盛,901-2133,沖縄県浦添市城間４丁目３９－１,,,,098-870-5776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/城間/四丁目/３９番","127.71626","26.26197","5","7"
,,,,たいよう,906-0013,沖縄県宮古島市平良字下里６３７－１,,,,0980-72-9445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/下里/６３７番地","125.27963","24.80119","5","7"
,,,,レストランのむら／事務所,906-0012,沖縄県宮古島市平良字西里３０９－１,,,,0980-72-7683,,0980-72-3358,0980-72-3358,0120-172630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/３０９番地","125.28241","24.80377","5","7"
,,,,大将,901-2215,沖縄県宜野湾市真栄原３丁目６－２－１Ｆ,taisyo@68131.info.at-ml.jp,http://www.at-ml.jp/68131,,098-897-8786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/真栄原/三丁目/６番","127.74330","26.26242","5","7"
,,,,ぎんねむ,900-0003,沖縄県那覇市字安謝２１５－１Ｆ,,,,098-866-0566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/安謝/２１５番地","127.68836","26.24014","5","7"
,,,,彦パレット店,900-0015,沖縄県那覇市久茂地１丁目１－１,,,,098-866-6551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/一丁目/１番","127.67939","26.21376","5","7"
,,,,轟,900-0015,沖縄県那覇市久茂地３丁目１１－１２,,,,098-862-1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/三丁目/１１番","127.68110","26.21492","5","7"
,,,,養老乃瀧首里第７支店,903-0803,沖縄県那覇市首里平良町１丁目５３,,,,098-887-6620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/首里平良町/一丁目/５３番地","127.71975","26.22947","5","7"
,,,,こまち,900-0023,沖縄県那覇市楚辺２丁目２－３９－１０１,,,,098-854-3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/楚辺/二丁目/２番","127.68584","26.20523","5","7"
,,,,ろばた焼西,900-0036,沖縄県那覇市西１丁目４－９－１Ｆ,,,,098-868-4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/西/一丁目/４番","127.67172","26.21190","5","7"
,,,,ボードル,900-0034,沖縄県那覇市東町２５－１７－１Ｆ,,,,098-869-1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/東町/２５番","127.67382","26.21303","5","7"
,,,,ひとくち,900-0034,沖縄県那覇市東町７－２４－１０３,,,,098-864-2610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/東町/７番","127.67464","26.21353","5","7"
,,,,石なぐ,900-0032,沖縄県那覇市松山１丁目１－１０－１Ｆ,,,,098-868-0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/１番","127.67860","26.21642","5","7"
,,,,二号線,900-0004,沖縄県那覇市字銘苅３３５－１,,,,098-862-7221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/銘苅/３３５番地","127.69710","26.23696","5","7"
,,,,山富貴,902-0076,沖縄県那覇市与儀２丁目２－１－１０２,,,,098-836-2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/与儀/二丁目/２番","127.69063","26.20436","5","7"
,,,,北の葵宜野湾店,901-2212,沖縄県宜野湾市長田１丁目１９－１０－２Ｆ,,,,098-892-1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/長田/一丁目/１９番","127.76358","26.26404","5","7"
,,,,居酒屋万太,901-2221,沖縄県宜野湾市伊佐２丁目１４－９－１Ｆ,,,,098-899-2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/伊佐/二丁目/１４番","127.75435","26.28774","5","7"
,,,,ちゃんとや,901-2214,沖縄県宜野湾市我如古３丁目１６－１６－１Ｆ,,,,098-890-7575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/我如古/三丁目/１６番","127.75307","26.25248","5","7"
,,,,八重干瀬,906-0013,沖縄県宮古島市平良字下里１０２－３,,,,0980-72-6971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/下里/１０２番地","125.27715","24.80511","5","7"
,,,,しきしま,906-0012,沖縄県宮古島市平良字西里３００,,,,0980-73-3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/３００番地","125.28200","24.80327","5","7"
,,,,宮古露店商組合,906-0007,沖縄県宮古島市平良字東仲宗根５７,,,,0980-73-4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/東仲宗根/５７番地","125.28299","24.80664","5","7"
,,,,津島,901-2103,沖縄県浦添市字仲間１５０１,,,,098-879-7117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/仲間","127.72767","26.24884","5","5"
,,,,かよい船,901-2131,沖縄県浦添市牧港１丁目４８－２２,,,,098-874-4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/牧港/一丁目/４８番","127.72080","26.26373","5","7"
,,,,まるちゃ,901-2134,沖縄県浦添市港川１丁目５－１１－１０２,,,,098-874-5748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/港川/一丁目/５番","127.71796","26.25881","5","7"
,,,,２号線内間店,901-2121,沖縄県浦添市内間３丁目１－５－１０１,,,,098-875-8940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/内間/三丁目/１番","127.70410","26.23670","5","7"
,,,,奴寿司,905-0017,沖縄県名護市大中１丁目８－１８,,,,0980-53-7055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/大中/一丁目/８番","127.98379","26.59069","5","7"
,,,,土瓶,901-0315,沖縄県糸満市字照屋１２７１－３－２Ｆ,,,,098-994-7778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/照屋/１２７１番地","127.68751","26.13526","5","7"
,,,,土瓶,901-0315,沖縄県糸満市字照屋１２７１－３－２Ｆ,,,,098-995-0506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/照屋/１２７１番地","127.68751","26.13526","5","7"
,,,,大漁船,901-0305,沖縄県糸満市西崎６丁目１１－３－１Ｆ,,,,098-994-8222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/西崎/六丁目/１１番","127.66913","26.14395","5","7"
,,,,平松,904-0034,沖縄県沖縄市山内４丁目７－２３,,,,098-933-3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/山内/四丁目/７番","127.78129","26.33014","5","7"
,,,,サムズバイザシー泡瀬店,904-2172,沖縄県沖縄市泡瀬１丁目４１－１５,,,,098-937-3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/泡瀬/一丁目/４１番","127.84035","26.32079","5","7"
,,,,さしみ亭,905-0212,沖縄県国頭郡本部町字大浜８８２－７,,,,0980-47-5523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/大浜/８８２番地","127.88596","26.65715","5","7"
,,,,居酒屋酔心,904-0304,沖縄県中頭郡読谷村字楚辺１０９３,,,,098-956-6224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/楚辺/１０９３番地","127.74162","26.38577","5","7"
,,,,でっち亭,904-0203,沖縄県中頭郡嘉手納町字嘉手納４４６－２,,,,098-956-7447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/嘉手納町/嘉手納/４４６番地","127.75243","26.36267","5","7"
,,,,天一,901-0241,沖縄県豊見城市字豊見城３５１－１－１Ｆ,,,,098-856-5253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/豊見城市/豊見城/３５１番地","127.67389","26.18402","5","7"
,,,,よりたけ亭,901-0502,沖縄県島尻郡八重瀬町字大頓１４２０－１Ｆ,,,,098-998-8627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/八重瀬町/大頓/１４２０番地","127.73423","26.12792","5","7"
,,,,居酒屋酒道楽,901-1111,沖縄県島尻郡南風原町字兼城５８７－２－１Ｆ,,,,098-889-0314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/南風原町/兼城/５８７番地","127.72214","26.19463","5","7"
,,,,サクシード宮城,901-3108,沖縄県島尻郡久米島町字比嘉１６０－８０,,,,098-985-8827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/久米島町/比嘉","126.80093","26.33853","5","5"
,,,,初枝,907-1541,沖縄県八重山郡竹富町字上原１９５,,,,0980-85-6023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/八重山郡/竹富町/上原","123.79842","24.41804","5","5"
,,,,酒・さかな・んの店,904-0304,沖縄県中頭郡読谷村字楚辺２１７４－３,,,,098-956-1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/楚辺/２１７４番地","127.73153","26.38850","5","7"
,,,,ふるさと,904-0117,沖縄県中頭郡北谷町北前１丁目３－１５,,http://nttbj.itp.ne.jp/0989260048/,,098-926-0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北谷町/北前/一丁目/３番地","127.76006","26.30097","5","7"
,,,,酒処禅,901-2126,沖縄県浦添市宮城３丁目４－８,,,,098-874-1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/宮城/三丁目/４番","127.70624","26.24537","5","7"
,,,,篁京都,900-0032,沖縄県那覇市松山２丁目９－１３－１Ｆ,,http://www.takamura-wa.com,,098-867-8697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/二丁目/９番","127.68024","26.21917","5","7"
,,,,割ぽう・田舎,901-2225,沖縄県宜野湾市大謝名１丁目４－１,,,,098-897-2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/大謝名/一丁目/４番","127.73495","26.26883","5","7"
,,,,ちゅらさん亭,900-0034,沖縄県那覇市東町５－１５－１Ｆ,,,,098-861-0476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/東町/５番","127.67556","26.21344","5","7"
,,,,つぼ味,900-0025,沖縄県那覇市壺川２丁目５－１－１Ｆ,,,,098-854-5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/壷川/二丁目/５番地","127.68158","26.20427","5","7"
,,,,藍,900-0033,沖縄県那覇市久米１丁目１－２０－１Ｆ,,,,098-861-0497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久米/一丁目/１番","127.67531","26.21432","5","7"
,,,,一平壽司,902-0076,沖縄県那覇市字与儀２００－３,,,,098-854-8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/与儀/２００番地","127.69727","26.20550","5","7"
,,,,円山,905-0014,沖縄県名護市港１丁目１３－５,,,,0980-54-0216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/港/一丁目/１３番","127.98046","26.59041","5","7"
