"No.","業種検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","座標X","座標Ｙ","icon","iLv","LocName","fX","fY","iConf","iLvl"
,,,,居酒屋紅,986-0824,宮城県石巻市立町２丁目３－１６,,,,0225-23-5750,,,,,,,,,,,,"宮城県/石巻市/立町/二丁目/３番","141.30589","38.43181","5","7"
,,,,居酒屋ほうとく丸,986-2121,宮城県石巻市渡波町１丁目１２－８,,,,0225-97-3645,,,,,,,,,,,,"宮城県/石巻市/渡波町/一丁目/１２番","141.36629","38.41978","5","7"
,,,,居酒屋ほ・た・る,987-0321,宮城県登米市米山町西野字藤渡戸６４－１,,,,0220-55-2471,,,,,,,,,,,,"宮城県/登米市/米山町西野","141.19783","38.62657","5","5"
,,,,居酒屋ぽっぽ,987-0002,宮城県遠田郡美里町字藤ケ崎町１７５,,,,0229-32-4807,,,,,,,,,,,,"宮城県/遠田郡/美里町/藤ケ崎町/１７５番地","141.05969","38.54047","5","7"
,,,,居酒屋舞,986-0815,宮城県石巻市中里３丁目４－１９,,,,0225-96-4650,,,,,,,,,,,,"宮城県/石巻市/中里/三丁目/４番","141.29884","38.44196","5","7"
,,,,居酒屋・まき,985-0021,宮城県塩竈市尾島町２４－１１,,,,022-362-8301,,,,,,,,,,,,"宮城県/塩竈市/尾島町/２４番","141.02661","38.31562","5","7"
,,,,居酒屋まつなみ,981-0905,宮城県仙台市青葉区小松島１丁目９－１７,,,,022-718-5484,,,,,,,,,,,,"宮城県/仙台市/青葉区/小松島/一丁目/９番","140.88837","38.27719","5","7"
,,,,居酒屋まつり,985-0021,宮城県塩竈市尾島町１６－１２,,,,022-365-8273,,,,,,,,,,,,"宮城県/塩竈市/尾島町/１６番","141.02408","38.31598","5","7"
,,,,居酒屋真魚ちゃん,988-0309,宮城県気仙沼市本吉町津谷松尾６４－１,,,,0226-42-4637,,,,,,,,,,,,"宮城県/気仙沼市/本吉町津谷松尾","141.50711","38.78651","5","5"
,,,,居酒屋まるきん,988-0017,宮城県気仙沼市南町２丁目２－２８,,,,0226-22-1237,,,,,,,,,,,,"宮城県/気仙沼市/南町/二丁目/２番","141.57249","38.90574","5","7"
,,,,いざかや丸尚,987-0511,宮城県登米市迫町佐沼字中江４丁目１４－１,,,,0220-22-7388,,,,,,,,,,,,"宮城県/登米市/迫町佐沼/中江四丁目/１４番","141.18727","38.69019","5","7"
,,,,居酒屋まるふく,988-0072,宮城県気仙沼市化粧坂３－７－１０５,,,,0226-24-5562,,,,,,,,,,,,"宮城県/気仙沼市/化粧坂/３番","141.56377","38.90444","5","7"
,,,,居酒屋嶺,986-0312,宮城県石巻市桃生町城内字西嶺１８,,,,0225-76-4145,,,,,,,,,,,,"宮城県/石巻市/桃生町城内","141.25986","38.56098","5","5"
,,,,居酒屋峰,983-0841,宮城県仙台市宮城野区原町３丁目７－５,,,,022-295-9920,,,,,,,,,,,,"宮城県/仙台市/宮城野区/原町/三丁目/７番","140.91107","38.26721","5","7"
,,,,居酒屋みのちゃん,986-0873,宮城県石巻市山下町１丁目１－１３,,,,0225-93-7528,,,,,,,,,,,,"宮城県/石巻市/山下町/一丁目/１番","141.29825","38.43531","5","7"
,,,,居酒屋美山,987-0365,宮城県登米市豊里町新町８－２５,,,,0225-76-5119,,,,,,,,,,,,"宮城県/登米市/豊里町新町/８番地","141.25432","38.58488","5","7"
,,,,居酒屋みよ,983-0023,宮城県仙台市宮城野区福田町２丁目４－２０,,,,022-254-7002,,,,,,,,,,,,"宮城県/仙台市/宮城野区/福田町/二丁目/４番","140.96078","38.26984","5","7"
,,,,居酒屋めいといん,981-0503,宮城県東松島市矢本字栄町５２,,,,0225-83-3744,,,,,,,,,,,,"宮城県/東松島市/矢本/栄町/５２番地","141.20988","38.42051","5","7"
,,,,居酒屋心水,980-0803,宮城県仙台市青葉区国分町２丁目１０－４,,,,022-263-5185,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１０番","140.86981","38.26398","5","7"
,,,,居酒屋もん吉,989-6171,宮城県大崎市古川北町１丁目５－１２,,,,0229-24-1135,,,,,,,,,,,,"宮城県/大崎市/古川北町/一丁目/５番","140.96216","38.57730","5","7"
,,,,居酒屋やから,984-0051,宮城県仙台市若林区新寺１丁目１－１２－２Ｆ,,,,022-353-7564,,,,,,,,,,,,"宮城県/仙台市/若林区/新寺/一丁目/１番","140.88290","38.25636","5","7"
,,,,居酒屋矢三朗／新寺店,984-0051,宮城県仙台市若林区新寺１丁目６－８,,,,022-781-9885,,,,,,,,,,,,"宮城県/仙台市/若林区/新寺/一丁目/６番","140.88326","38.25481","5","7"
,,,,居酒屋矢三朗／大和町店,984-0042,宮城県仙台市若林区大和町２丁目１－１５,,,,022-352-6811,,,,,,,,,,,,"宮城県/仙台市/若林区/大和町/二丁目/１番","140.91133","38.24870","5","7"
,,,,居酒屋八十八,984-0826,宮城県仙台市若林区若林６丁目３－７,,,,022-286-3900,,,,,,,,,,,,"宮城県/仙台市/若林区/若林/六丁目/３番","140.90717","38.22900","5","7"
,,,,居酒屋やっこ,987-0001,宮城県遠田郡美里町藤ケ崎１丁目２５,,,,0229-33-3538,,,,,,,,,,,,"宮城県/遠田郡/美里町/藤ケ崎/一丁目/２５番地","141.06305","38.54278","5","7"
,,,,居酒屋優,989-1201,宮城県柴田郡大河原町大谷字盛４６,,,,0224-52-7075,,,,,,,,,,,,"宮城県/柴田郡/大河原町/大谷/盛/４６番地","140.73787","38.04586","5","7"
,,,,居酒屋遊季,981-4203,宮城県加美郡加美町菜切谷字山道６５－９,,,,0229-63-5866,,,,,,,,,,,,"宮城県/加美郡/加美町/菜切谷/山道/６５番地","140.86012","38.59045","5","7"
,,,,居酒屋夕月,981-0902,宮城県仙台市青葉区北根１丁目１－４５,,,,022-274-2445,,,,,,,,,,,,"宮城県/仙台市/青葉区/北根/一丁目/１番","140.87398","38.29185","5","7"
,,,,居酒屋ゆう由,986-2103,宮城県石巻市流留字五性橋９－２,,,,0225-97-5885,,,,,,,,,,,,"宮城県/石巻市/流留/五性橋/９番地","141.36964","38.42482","5","7"
,,,,居酒屋ゆき野,982-0011,宮城県仙台市太白区長町１丁目１１－１１,,,,022-308-9669,,,,,,,,,,,,"宮城県/仙台市/太白区/長町/一丁目/１１番","140.88585","38.23437","5","7"
,,,,居酒屋ゆず,986-0865,宮城県石巻市丸井戸３丁目１－９,,,,0225-95-3881,,,,,,,,,,,,"宮城県/石巻市/丸井戸/三丁目/１番","141.27827","38.44640","5","7"
,,,,居酒屋夢,985-0021,宮城県塩竈市尾島町１２－３３,,,,022-364-7110,,,,,,,,,,,,"宮城県/塩竈市/尾島町/１２番","141.02440","38.31480","5","7"
,,,,居酒屋ゆめ,981-1232,宮城県名取市大手町１丁目１－２,,,,022-384-5285,,,,,,,,,,,,"宮城県/名取市/大手町/一丁目/１番","140.88255","38.17093","5","7"
,,,,居酒屋夢の途酎,983-0014,宮城県仙台市宮城野区高砂１丁目１５４－２,,,,022-786-5321,,,,,,,,,,,,"宮城県/仙台市/宮城野区/高砂/一丁目/１５４番地","140.96854","38.27258","5","7"
,,,,居酒屋夢の途酎,983-0014,宮城県仙台市宮城野区高砂１丁目１５４－２,,,,,022-290-6246,,,,,,,,,,,"宮城県/仙台市/宮城野区/高砂/一丁目/１５４番地","140.96854","38.27258","5","7"
,,,,ＩＺＡＫＡＹＡようこ,986-2261,宮城県牡鹿郡女川町女川浜字大原１－４－Ｂ－１０,,,,0225-54-4047,,,,,,,,,,,,"宮城県/牡鹿郡/女川町/女川浜/大原/１番地","141.44577","38.44649","5","7"
,,,,居酒屋芳,986-0812,宮城県石巻市東中里３丁目４－２５,,,,0225-93-3395,,,,,,,,,,,,"宮城県/石巻市/東中里/三丁目/４番","141.30737","38.44263","5","7"
,,,,居酒屋よしみ,981-3215,宮城県仙台市泉区北中山２丁目１－２３,,,,022-379-4104,,,,,,,,,,,,"宮城県/仙台市/泉区/北中山/二丁目/１番","140.81804","38.31721","5","7"
,,,,居酒屋楽,985-0835,宮城県多賀城市下馬２丁目５－３１,,,,022-363-2369,,,,,,,,,,,,"宮城県/多賀城市/下馬/二丁目/５番","141.01602","38.30437","5","7"
,,,,居酒屋らくだ,980-0811,宮城県仙台市青葉区一番町３丁目４－２３－Ｂ１,,,,022-711-8855,022-711-8855,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/三丁目/４番","140.87126","38.26061","5","7"
,,,,居酒屋楽平,988-0021,宮城県気仙沼市港町５－１４,,,,0226-23-1788,,,,,,,,,,,,"宮城県/気仙沼市/港町/５番","141.57809","38.90025","5","7"
,,,,居酒屋蘭,987-0362,宮城県登米市豊里町小口前１６８－１,,,,0225-76-4977,,,,,,,,,,,,"宮城県/登米市/豊里町小口前/１６８番地","141.24919","38.58953","5","7"
,,,,居酒屋梨明日,989-0225,宮城県白石市東町２丁目１－１２,,,,0224-24-5110,,,,,,,,,,,,"宮城県/白石市/東町/二丁目/１番","140.62834","37.99709","5","7"
,,,,居酒屋輪輪,986-0815,宮城県石巻市中里２丁目２－１９,,,,0225-93-1175,,,,,,,,,,,,"宮城県/石巻市/中里/二丁目/２番","141.30045","38.44131","5","7"
,,,,居酒屋蓮,982-0213,宮城県仙台市太白区山田自由ケ丘４２－１５,,,,022-281-9544,,,,,,,,,,,,"宮城県/仙台市/太白区/山田自由ケ丘/４２番","140.81024","38.22964","5","7"
,,,,居酒屋六文銭,986-0824,宮城県石巻市立町２丁目３－１０,,,,0225-93-3100,,,,,,,,,,,,"宮城県/石巻市/立町/二丁目/３番","141.30589","38.43181","5","7"
,,,,居酒屋ろまん,985-0021,宮城県塩竈市尾島町２４－７,,,,022-367-4589,,,,,,,,,,,,"宮城県/塩竈市/尾島町/２４番","141.02661","38.31562","5","7"
,,,,居酒屋ＷＡＩ‐ＷＡＩ,981-1505,宮城県角田市角田字南８２－１６,,,,0224-63-3988,,,,,,,,,,,,"宮城県/角田市/角田","140.76689","37.97899","5","5"
,,,,居酒屋わいわい／広瀬通店,980-0803,宮城県仙台市青葉区国分町２丁目１－１－５Ｆ,,,,022-796-2456,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１番","140.87019","38.26281","5","7"
,,,,居酒屋わきあいあい,986-0826,宮城県石巻市鋳銭場３－１９－２Ｆ,,,,0225-96-4474,,,,,,,,,,,,"宮城県/石巻市/鋳銭場/３番","141.30405","38.43396","5","7"
,,,,居酒屋侘び助,980-0822,宮城県仙台市青葉区立町６－１６,,,,022-217-8455,,,,,,,,,,,,"宮城県/仙台市/青葉区/立町/６番","140.86526","38.26214","5","7"
,,,,居酒屋和来,986-0782,宮城県本吉郡南三陸町入谷字桜沢３５７－８,,,,0226-25-8873,,,,,,,,,,,,"宮城県/本吉郡/南三陸町/入谷/桜沢","141.41074","38.69141","5","6"
,,,,居酒屋わらび,985-0025,宮城県塩竈市佐浦町３－１０,,,,022-362-5529,,,,,,,,,,,,"宮城県/塩竈市/佐浦町/３番","141.01607","38.31019","5","7"
,,,,居ざっく雄勝,985-0021,宮城県塩竈市尾島町１１－７,,,,022-366-3272,,,,,,,,,,,,"宮城県/塩竈市/尾島町/１１番","141.02484","38.31450","5","7"
,,,,イザック（居酒食）りんご,983-0013,宮城県仙台市宮城野区中野字寺前３５,,,,022-786-6068,,,,,,,,,,,,"宮城県/仙台市/宮城野区/中野/寺前/３５番地","140.97676","38.27784","5","7"
,,,,石巻大黒や,982-0834,宮城県仙台市太白区青山１丁目４－１３,,,,022-228-3061,,,,,,,,,,,,"宮城県/仙台市/太白区/青山/一丁目/４番","140.85542","38.23877","5","7"
,,,,居心伝矢本店,981-0504,宮城県東松島市小松字谷地２２６,,,,0225-84-2755,,,,,,,,,,,,"宮城県/東松島市/小松/谷地","141.21115","38.43501","5","6"
,,,,伊勢屋,987-0002,宮城県遠田郡美里町字藤ケ崎町７－１,,,,0229-32-2178,,,,,,,,,,,,"宮城県/遠田郡/美里町/藤ケ崎町/７番地","141.06317","38.54119","5","7"
,,,,磯あじ亭,980-0803,宮城県仙台市青葉区国分町２丁目１５－１６－１Ｆ,,,,022-395-5593,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１５番","140.86934","38.26543","5","7"
,,,,いそや,985-0021,宮城県塩竈市尾島町４－２５,,,,022-367-1865,,,,,,,,,,,,"宮城県/塩竈市/尾島町/４番","141.02150","38.31645","5","7"
,,,,囲蔵,980-0021,宮城県仙台市青葉区中央３丁目１－１４,,,,022-721-0337,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/三丁目/１番","140.87875","38.26046","5","7"
,,,,いただきコッコちゃん仙台駅東口店,983-0852,宮城県仙台市宮城野区榴岡４丁目５－２,,,,022-298-7177,,,,,,,,,,,,"宮城県/仙台市/宮城野区/榴岡/四丁目/５番","140.88634","38.25861","5","7"
,,,,いただきコッコちゃん／サンモール店,980-0811,宮城県仙台市青葉区一番町２丁目６－１－２Ｆ,,,,022-217-3515,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/二丁目/６番","140.87193","38.25859","5","7"
,,,,いただきコッコちゃん／長町店,982-0011,宮城県仙台市太白区長町５丁目４－１４,,,,022-746-8555,,,,,,,,,,,,"宮城県/仙台市/太白区/長町/五丁目/４番","140.88376","38.22854","5","7"
,,,,いただきコッコちゃん／マーブルロード店,980-0811,宮城県仙台市青葉区一番町３丁目５－２４－２Ｆ,,,,022-217-5767,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/三丁目/５番","140.87251","38.26084","5","7"
,,,,板前居酒屋やんちゃぼうず,980-0014,宮城県仙台市青葉区本町３丁目５－３－Ｂ１,,,,022-264-1407,,,,,,,,,,,,"宮城県/仙台市/青葉区/本町/三丁目/５番","140.87415","38.26873","5","7"
,,,,いち（壱一）,980-0803,宮城県仙台市青葉区国分町２丁目６－１３－２Ｆ,,,,022-722-0717,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/６番","140.86928","38.26352","5","7"
,,,,いち,980-0803,宮城県仙台市青葉区国分町２丁目１２－１９－１Ｆ－１０,,,,022-721-2077,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１２番","140.86848","38.26465","5","7"
,,,,いち（壱一）,980-0803,宮城県仙台市青葉区国分町２丁目６－１３－２Ｆ,,,,,022-722-0710,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/６番","140.86928","38.26352","5","7"
,,,,一期一会,980-0802,宮城県仙台市青葉区二日町１３－２６,,,,022-797-7376,,,,,,,,,,,,"宮城県/仙台市/青葉区/二日町/１３番","140.86873","38.27159","5","7"
,,,,一条屋,980-0811,宮城県仙台市青葉区一番町２丁目３－３０－３２,,,,022-721-5575,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/二丁目/３番","140.87337","38.25861","5","7"
,,,,一の木,980-0803,宮城県仙台市青葉区国分町２丁目１－２７,,,,022-346-7180,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１番","140.87019","38.26281","5","7"
,,,,いちの膳,984-0831,宮城県仙台市若林区沖野２丁目４－２０,ichinozen@kph.biglobe.ne.jp,http://r.gnavi.co.jp/t276700/,,022-286-3600,,,,,,,,,,,,"宮城県/仙台市/若林区/沖野/二丁目/４番","140.90872","38.23009","5","7"
,,,,いちの家,989-5501,宮城県栗原市若柳字川北片町１－５,,,,0228-32-3939,,,,,,,,,,,,"宮城県/栗原市/若柳/川北片町/１番地","141.13515","38.77282","5","7"
,,,,市原悦子,986-0815,宮城県石巻市中里１丁目７－１３,,,,0225-94-4843,,,,,,,,,,,,"宮城県/石巻市/中里/一丁目/７番","141.30322","38.44221","5","7"
,,,,いちまるに,980-0811,宮城県仙台市青葉区一番町４丁目４－４－１Ｆ,,,,022-796-0490,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/四丁目/４番","140.87047","38.26410","5","7"
,,,,一夢庵,980-0013,宮城県仙台市青葉区花京院２丁目１－５４－１０３,,,,022-721-3755,022-721-3755,,,,,,,,,,,"宮城県/仙台市/青葉区/花京院/二丁目/１番","140.88022","38.26690","5","7"
,,,,いちゃりば炭火旬菜,985-0874,宮城県多賀城市八幡４丁目４－３０,,,,022-352-8302,,,,,,,,,,,,"宮城県/多賀城市/八幡/四丁目/４番","141.01175","38.29148","5","7"
,,,,一路,980-0803,宮城県仙台市青葉区国分町２丁目１０－１１,,,,022-227-7716,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１０番","140.86981","38.26398","5","7"
,,,,壱盛,980-0802,宮城県仙台市青葉区二日町１１－１５－１Ｆ,,,,022-263-6339,,,,,,,,,,,,"宮城県/仙台市/青葉区/二日町/１１番","140.86794","38.27058","5","7"
,,,,一杯屋よっこより,987-0015,宮城県遠田郡美里町青生字柳原１３－９,,,,0229-32-1376,,,,,,,,,,,,"宮城県/遠田郡/美里町/青生/柳原/１３番地","141.05486","38.53313","5","7"
,,,,一休,980-0811,宮城県仙台市青葉区一番町４丁目５－１８,,,,022-223-7752,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/四丁目/５番","140.87119","38.26402","5","7"
,,,,一福,986-0762,宮城県本吉郡南三陸町志津川字塩入５４－５,,,,0226-46-5077,,,,,,,,,,,,"宮城県/本吉郡/南三陸町/志津川/塩入","141.44336","38.67582","5","6"
,,,,一ぷく,980-0021,宮城県仙台市青葉区中央１丁目７－３９,,,,022-222-8973,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/一丁目/７番","140.87956","38.26224","5","7"
,,,,いづもんどこ,989-2311,宮城県亘理郡亘理町荒浜字築港通り６－３４,,,,0223-35-3195,,,,,,,,,,,,"宮城県/亘理郡/亘理町/荒浜/築港通り/６番地","140.91510","38.03958","5","7"
,,,,田舎や,980-0011,宮城県仙台市青葉区上杉１丁目１６－６－１０５,,,,022-263-6368,,,,,,,,,,,,"宮城県/仙台市/青葉区/上杉/一丁目/１６番","140.87030","38.27188","5","7"
,,,,いぶき,980-0803,宮城県仙台市青葉区国分町２丁目１２－１９,,,,022-713-3688,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１２番","140.86848","38.26465","5","7"
,,,,居楽酒屋吉や,989-0207,宮城県白石市字堂場前８３－１,,,,0224-24-3223,,,,,,,,,,,,"宮城県/白石市/堂場前/８３番地","140.62753","38.00422","5","7"
,,,,彩のごとく,980-0021,宮城県仙台市青葉区中央２丁目３－２３－２Ｆ,,,,022-721-5508,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/二丁目/３番","140.87556","38.26071","5","7"
,,,,いろはにほへと石巻駅前店,986-0825,宮城県石巻市穀町１２－２５,,,,0225-23-6811,,,,,,,,,,,,"宮城県/石巻市/穀町/１２番","141.30344","38.43405","5","7"
,,,,いろはにほへと仙台駅前店,980-0021,宮城県仙台市青葉区中央３丁目１－２－４Ｆ,,,,022-713-7085,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/三丁目/１番","140.87875","38.26046","5","7"
,,,,いろはにほへと古川駅前店,989-6163,宮城県大崎市古川台町７－１５,,,,0229-22-6311,,,,,,,,,,,,"宮城県/大崎市/古川台町/７番","140.96460","38.57408","5","7"
,,,,飲笑語楽本店,980-0803,宮城県仙台市青葉区国分町２丁目５－１５－Ｂ１,,,,022-398-3821,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/５番","140.86945","38.26302","5","7"
,,,,魚がし一丁,989-6171,宮城県大崎市古川北町１丁目５－１６,,,,0229-23-9502,,,,,,,,,,,,"宮城県/大崎市/古川北町/一丁目/５番","140.96216","38.57730","5","7"
,,,,魚がし長町店,982-0011,宮城県仙台市太白区長町５丁目３－２５－１Ｆ,,,,022-308-3133,,,,,,,,,,,,"宮城県/仙台市/太白区/長町/五丁目/３番","140.88425","38.22742","5","7"
,,,,魚がし／一番町店,980-0811,宮城県仙台市青葉区一番町３丁目７－２０,,,,022-721-1339,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/三丁目/７番","140.87335","38.26198","5","7"
,,,,魚がし／本店,980-0803,宮城県仙台市青葉区国分町２丁目７－８,,,,022-265-9865,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/７番","140.86856","38.26339","5","7"
,,,,魚鮮水産名取杜せきのした店,981-1227,宮城県名取市杜せきのした２丁目２－１７,,,,022-383-7621,,,,,,,,,,,,"宮城県/名取市/杜せきのした/二丁目/２番","140.89456","38.16644","5","7"
,,,,魚たつ中央店,980-0021,宮城県仙台市青葉区中央２丁目５－１０,,,,022-223-8201,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/二丁目/５番","140.87657","38.26158","5","7"
,,,,魚民石巻店,986-0825,宮城県石巻市穀町１２－２０－１Ｆ,,,,0225-93-2988,,,,,,,,,,,,"宮城県/石巻市/穀町/１２番","141.30344","38.43405","5","7"
,,,,魚民泉中央１丁目店,981-3133,宮城県仙台市泉区泉中央１丁目２－７,,http://www.monteroza.co.jp,,022-776-1288,,,,,,,,,,,,"宮城県/仙台市/泉区/泉中央/一丁目/２番","140.88226","38.32132","5","7"
,,,,魚民気仙沼店,988-0053,宮城県気仙沼市田中前１丁目６－１１,,,,0226-24-0988,,,,,,,,,,,,"宮城県/気仙沼市/田中前/一丁目/６番","141.56334","38.89230","5","7"
,,,,魚民佐沼店,987-0511,宮城県登米市迫町佐沼字中江２丁目２－１１,,,,0220-22-9488,,,,,,,,,,,,"宮城県/登米市/迫町佐沼/中江二丁目/２番","141.19092","38.69105","5","7"
,,,,魚民塩釜駅前店,985-0036,宮城県塩竈市東玉川町３－２４,,,,022-362-1488,,,,,,,,,,,,"宮城県/塩竈市/東玉川町/３番","141.01001","38.30840","5","7"
,,,,魚民多賀城店,985-0874,宮城県多賀城市八幡１丁目２－３４,,,,022-366-3988,,,,,,,,,,,,"宮城県/多賀城市/八幡/一丁目/２番","140.99310","38.28366","5","7"
,,,,魚民名取店,981-1225,宮城県名取市飯野坂字土城堀８２－１,,,,022-382-6788,,,,,,,,,,,,"宮城県/名取市/飯野坂/土城堀/８２番地","140.88879","38.15667","5","7"
,,,,魚民古川駅前店,989-6162,宮城県大崎市古川駅前大通２丁目２－３７,,,,0229-91-5188,,,,,,,,,,,,"宮城県/大崎市/古川駅前大通/二丁目/２番","140.96530","38.57271","5","7"
,,,,魚民本塩釜駅前店,985-0002,宮城県塩竈市海岸通４－１３－１Ｆ,,,,022-363-1688,,,,,,,,,,,,"宮城県/塩竈市/海岸通/４番","141.02174","38.31736","5","7"
,,,,魚民／仙台駅前店,980-0021,宮城県仙台市青葉区中央１丁目８－２６,,http://www.monteroza.co.jp,,022-216-0188,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/一丁目/８番","140.87987","38.26175","5","7"
,,,,魚民／仙台国分町店,980-0811,宮城県仙台市青葉区一番町４丁目４－３３－Ｂ１,,http://www.monteroza.co.jp,,022-264-3288,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/四丁目/４番","140.87047","38.26410","5","7"
,,,,魚民／富沢東口駅前店,982-0014,宮城県仙台市太白区大野田５丁目３８－９,,,,022-308-2488,,,,,,,,,,,,"宮城県/仙台市/太白区/大野田/五反田","140.87125","38.21524","5","6"
,,,,魚民／長町西口駅前店,982-0011,宮城県仙台市太白区長町５丁目２－６,,,,022-249-0988,,,,,,,,,,,,"宮城県/仙台市/太白区/長町/五丁目/２番","140.88435","38.22648","5","7"
,,,,魚沼釜蔵東北総本店,980-0811,宮城県仙台市青葉区一番町４丁目６－１－２１Ｆ,,,,022-796-4472,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/四丁目/６番","140.87209","38.26415","5","7"
,,,,魚沼釜蔵名掛丁本店,980-0021,宮城県仙台市青葉区中央１丁目８－２５－２Ｆ,,,,022-797-8135,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/一丁目/８番","140.87987","38.26175","5","7"
,,,,魚ＭＡＲＵ,980-0021,宮城県仙台市青葉区中央３丁目５－１－２Ｆ,,,,022-721-8808,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/三丁目/５番","140.87782","38.25957","5","7"
,,,,魚ＭＡＲＵ,980-0021,宮城県仙台市青葉区中央３丁目５－１－２Ｆ,,,,,022-721-8809,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/三丁目/５番","140.87782","38.25957","5","7"
,,,,魚み亭,986-0822,宮城県石巻市中央２丁目１－６,,,,0225-22-1331,,,,,,,,,,,,"宮城県/石巻市/中央/二丁目/１番","141.30725","38.43056","5","7"
,,,,魚屋けんじろう,981-3133,宮城県仙台市泉区泉中央１丁目１４－７,,,,022-776-5058,,,,,,,,,,,,"宮城県/仙台市/泉区/泉中央/一丁目/１４番","140.87933","38.32341","5","7"
,,,,魚屋三代彦蔵,980-0803,宮城県仙台市青葉区国分町２丁目７－１３,,,,022-268-5534,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/７番","140.86856","38.26339","5","7"
,,,,牛若丸,981-1505,宮城県角田市角田字栄町１２,,,,0224-62-4126,,,,,,,,,,,,"宮城県/角田市/角田","140.76689","37.97899","5","5"
,,,,うずお家,980-0803,宮城県仙台市青葉区国分町２丁目７－１０,,,,022-266-0229,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/７番","140.86856","38.26339","5","7"
,,,,うたげ座,987-2205,宮城県栗原市築館宮野中央１丁目４－１０,,,,0228-21-2688,,,,,,,,,,,,"宮城県/栗原市/築館宮野中央/一丁目/４番","141.01599","38.74602","5","7"
,,,,うたげ座,987-2205,宮城県栗原市築館宮野中央１丁目４－１０,,,,,0228-21-2689,,,,,,,,,,,"宮城県/栗原市/築館宮野中央/一丁目/４番","141.01599","38.74602","5","7"
,,,,うまい登米っ子欒や,987-0511,宮城県登米市迫町佐沼字中江４丁目１４－５,,,,0220-22-0788,,,,,,,,,,,,"宮城県/登米市/迫町佐沼/中江四丁目/１４番","141.18727","38.69019","5","7"
,,,,うまいもん酒場となりのぼっちゃん,985-0874,宮城県多賀城市八幡４丁目８－３３,,,,022-367-4129,,,,,,,,,,,,"宮城県/多賀城市/八幡/四丁目/８番","141.00998","38.28962","5","7"
,,,,うまいもん酒場楽笑,981-3133,宮城県仙台市泉区泉中央１丁目１８－１７－２Ｆ,,,,022-344-6728,,,,,,,,,,,,"宮城県/仙台市/泉区/泉中央/一丁目/１８番","140.87976","38.32495","5","7"
,,,,旨いもん処よらんせ,983-0824,宮城県仙台市宮城野区鶴ケ谷字京原１２２,,,,022-251-3888,,,,,,,,,,,,"宮城県/仙台市/宮城野区/鶴ケ谷/京原/１２２番地","140.92372","38.29862","5","7"
,,,,うまいもんや,980-0021,宮城県仙台市青葉区中央１丁目７－４０－６Ｆ,,,,022-395-9019,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/一丁目/７番","140.87956","38.26224","5","7"
,,,,旨い屋楓,980-0811,宮城県仙台市青葉区一番町３丁目４－３－Ｂ２,,,,022-797-1787,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/三丁目/４番","140.87126","38.26061","5","7"
,,,,うまかべぇー,987-1221,宮城県石巻市須江字大平７１－１,,,,0225-73-4811,,,,,,,,,,,,"宮城県/石巻市/須江/大平/７１番地","141.24106","38.47785","5","7"
,,,,梅吉,981-3626,宮城県黒川郡大和町吉岡南２丁目２８－１２,,,,022-345-3547,,,,,,,,,,,,"宮城県/黒川郡/大和町/吉岡南/二丁目/２８番","140.87424","38.44468","5","7"
